Symbol,Date,Close
VIX,1/2/2015 15:16,17.79
VIX,1/5/2015 15:16,19.92
VIX,1/6/2015 15:16,21.12
VIX,1/7/2015 15:16,19.31
VIX,1/8/2015 15:16,17.01
VIX,1/9/2015 15:16,17.55
VIX,1/12/2015 15:16,19.6
VIX,1/13/2015 15:16,20.56
VIX,1/14/2015 15:16,20.56
VIX,1/15/2015 15:16,22.39
VIX,1/16/2015 15:16,20.95
VIX,1/20/2015 15:16,19.89
VIX,1/21/2015 15:16,18.85
VIX,1/22/2015 15:16,16.4
VIX,1/23/2015 15:16,16.66
VIX,1/26/2015 15:16,15.52
VIX,1/27/2015 15:16,17.22
VIX,1/28/2015 15:16,20.44
VIX,1/29/2015 15:16,18.76
VIX,1/30/2015 15:16,20.97
VIX,2/2/2015 15:16,19.43
VIX,2/3/2015 15:16,17.33
VIX,2/4/2015 15:16,18.33
VIX,2/5/2015 15:16,16.85
VIX,2/6/2015 15:16,17.29
VIX,2/9/2015 15:16,18.55
VIX,2/10/2015 15:16,17.23
VIX,2/11/2015 15:16,16.96
VIX,2/12/2015 15:16,15.34
VIX,2/13/2015 15:16,14.69
VIX,2/17/2015 15:16,15.8
VIX,2/18/2015 15:16,15.45
VIX,2/19/2015 15:16,15.29
VIX,2/20/2015 15:16,14.3
VIX,2/23/2015 15:16,14.56
VIX,2/24/2015 15:16,13.69
VIX,2/25/2015 15:16,13.84
VIX,2/26/2015 15:16,13.91
VIX,2/27/2015 15:16,13.34
VIX,3/2/2015 15:16,13.04
VIX,3/3/2015 15:16,13.86
VIX,3/4/2015 15:16,14.23
VIX,3/5/2015 15:16,14.04
VIX,3/6/2015 15:16,15.2
VIX,3/9/2015 15:16,15.06
VIX,3/10/2015 15:16,16.69
VIX,3/11/2015 15:16,16.87
VIX,3/12/2015 15:16,15.42
VIX,3/13/2015 15:16,16
VIX,3/16/2015 15:16,15.61
VIX,3/17/2015 15:16,15.66
VIX,3/18/2015 15:16,13.97
VIX,3/19/2015 15:16,14.07
VIX,3/20/2015 15:16,13.02
VIX,3/23/2015 15:16,13.41
VIX,3/24/2015 15:16,13.62
VIX,3/25/2015 15:16,15.44
VIX,3/26/2015 15:16,15.8
VIX,3/27/2015 15:16,15.07
VIX,3/30/2015 15:16,14.51
VIX,3/31/2015 15:16,15.29
VIX,4/1/2015 15:16,15.11
VIX,4/2/2015 15:16,14.67
VIX,4/6/2015 15:16,14.74
VIX,4/7/2015 15:16,14.78
VIX,4/8/2015 15:16,13.98
VIX,4/9/2015 15:16,13.09
VIX,4/10/2015 15:16,12.58
VIX,4/13/2015 15:16,13.94
VIX,4/14/2015 15:16,13.67
VIX,4/15/2015 15:16,12.84
VIX,4/16/2015 15:16,12.6
VIX,4/17/2015 15:16,13.89
VIX,4/20/2015 15:16,13.3
VIX,4/21/2015 15:16,13.25
VIX,4/22/2015 15:16,12.71
VIX,4/23/2015 15:16,12.48
VIX,4/24/2015 15:16,12.29
VIX,4/27/2015 15:16,13.12
VIX,4/28/2015 15:16,12.41
VIX,4/29/2015 15:16,13.39
VIX,4/30/2015 15:16,14.55
VIX,5/1/2015 15:16,12.7
VIX,5/4/2015 15:16,12.85
VIX,5/5/2015 15:16,14.31
VIX,5/6/2015 15:16,15.15
VIX,5/7/2015 15:16,15.13
VIX,5/8/2015 15:16,12.86
VIX,5/11/2015 15:16,13.85
VIX,5/12/2015 15:16,13.86
VIX,5/13/2015 15:16,13.76
VIX,5/14/2015 15:16,12.74
VIX,5/15/2015 15:16,12.38
VIX,5/18/2015 15:16,12.73
VIX,5/19/2015 15:16,12.85
VIX,5/20/2015 15:16,12.88
VIX,5/21/2015 15:16,12.11
VIX,5/22/2015 15:16,12.13
VIX,5/26/2015 15:16,14.06
VIX,5/27/2015 15:16,13.27
VIX,5/28/2015 15:16,13.31
VIX,5/29/2015 15:16,13.84
