Symbol,Date,Close
MSFT,1/2/2015 16:00,46.76
MSFT,1/5/2015 16:00,46.33
MSFT,1/6/2015 16:00,45.65
MSFT,1/7/2015 16:00,46.23
MSFT,1/8/2015 16:00,47.59
MSFT,1/9/2015 16:00,47.19
MSFT,1/12/2015 16:00,46.6
MSFT,1/13/2015 16:00,46.36
MSFT,1/14/2015 16:00,45.96
MSFT,1/15/2015 16:00,45.48
MSFT,1/16/2015 16:00,46.24
MSFT,1/20/2015 16:00,46.39
MSFT,1/21/2015 16:00,45.92
MSFT,1/22/2015 16:00,47.13
MSFT,1/23/2015 16:00,47.18
MSFT,1/26/2015 16:00,47.01
MSFT,1/27/2015 16:00,42.66
MSFT,1/28/2015 16:00,41.19
MSFT,1/29/2015 16:00,42.01
MSFT,1/30/2015 16:00,40.4
MSFT,2/2/2015 16:00,41.28
MSFT,2/3/2015 16:00,41.6
MSFT,2/4/2015 16:00,41.84
MSFT,2/5/2015 16:00,42.45
MSFT,2/6/2015 16:00,42.41
MSFT,2/9/2015 16:00,42.36
MSFT,2/10/2015 16:00,42.6
MSFT,2/11/2015 16:00,42.38
MSFT,2/12/2015 16:00,43.09
MSFT,2/13/2015 16:00,43.87
MSFT,2/17/2015 16:00,43.58
MSFT,2/18/2015 16:00,43.53
MSFT,2/19/2015 16:00,43.5
MSFT,2/20/2015 16:00,43.86
MSFT,2/23/2015 16:00,44.15
MSFT,2/24/2015 16:00,44.09
MSFT,2/25/2015 16:00,43.99
MSFT,2/26/2015 16:00,44.06
MSFT,2/27/2015 16:00,43.85
MSFT,3/2/2015 16:00,43.88
MSFT,3/3/2015 16:00,43.28
MSFT,3/4/2015 16:00,43.06
MSFT,3/5/2015 16:00,43.11
MSFT,3/6/2015 16:00,42.36
MSFT,3/9/2015 16:00,42.85
MSFT,3/10/2015 16:00,42.03
MSFT,3/11/2015 16:00,41.98
MSFT,3/12/2015 16:00,41.02
MSFT,3/13/2015 16:00,41.38
MSFT,3/16/2015 16:00,41.56
MSFT,3/17/2015 16:00,41.7
MSFT,3/18/2015 16:00,42.5
MSFT,3/19/2015 16:00,42.29
MSFT,3/20/2015 16:00,42.88
MSFT,3/23/2015 16:00,42.86
MSFT,3/24/2015 16:00,42.9
MSFT,3/25/2015 16:00,41.46
MSFT,3/26/2015 16:00,41.21
MSFT,3/27/2015 16:00,40.97
MSFT,3/30/2015 16:00,40.96
MSFT,3/31/2015 16:00,40.66
MSFT,4/1/2015 16:00,40.72
MSFT,4/2/2015 16:00,40.29
MSFT,4/6/2015 16:00,41.55
MSFT,4/7/2015 16:00,41.53
MSFT,4/8/2015 16:00,41.42
MSFT,4/9/2015 16:00,41.48
MSFT,4/10/2015 16:00,41.72
MSFT,4/13/2015 16:00,41.76
MSFT,4/14/2015 16:00,41.65
MSFT,4/15/2015 16:00,42.26
MSFT,4/16/2015 16:00,42.16
MSFT,4/17/2015 16:00,41.62
MSFT,4/20/2015 16:00,42.91
MSFT,4/21/2015 16:00,42.64
MSFT,4/22/2015 16:00,42.99
MSFT,4/23/2015 16:00,43.34
MSFT,4/24/2015 16:00,47.87
MSFT,4/27/2015 16:00,48.03
MSFT,4/28/2015 16:00,49.16
MSFT,4/29/2015 16:00,49.06
MSFT,4/30/2015 16:00,48.64
MSFT,5/1/2015 16:00,48.66
MSFT,5/4/2015 16:00,48.24
MSFT,5/5/2015 16:00,47.6
MSFT,5/6/2015 16:00,46.28
MSFT,5/7/2015 16:00,46.7
MSFT,5/8/2015 16:00,47.75
MSFT,5/11/2015 16:00,47.37
MSFT,5/12/2015 16:00,47.35
MSFT,5/13/2015 16:00,47.63
MSFT,5/14/2015 16:00,48.72
MSFT,5/15/2015 16:00,48.3
MSFT,5/18/2015 16:00,48.01
MSFT,5/19/2015 16:00,47.58
MSFT,5/20/2015 16:00,47.58
MSFT,5/21/2015 16:00,47.42
MSFT,5/22/2015 16:00,46.9
MSFT,5/26/2015 16:00,46.59
MSFT,5/27/2015 16:00,47.61
MSFT,5/28/2015 16:00,47.45
MSFT,5/29/2015 16:00,46.86
MSFT,6/1/2015 16:00,47.23
MSFT,6/2/2015 16:00,46.92
MSFT,6/3/2015 16:00,46.85
MSFT,6/4/2015 16:00,46.36
MSFT,6/5/2015 16:00,46.14
MSFT,6/8/2015 16:00,45.73
MSFT,6/9/2015 16:00,45.65
MSFT,6/10/2015 16:00,46.61
MSFT,6/11/2015 16:00,46.44
MSFT,6/12/2015 16:00,45.97
MSFT,6/15/2015 16:00,45.48
MSFT,6/16/2015 16:00,45.83
MSFT,6/17/2015 16:00,45.97
MSFT,6/18/2015 16:00,46.72
MSFT,6/19/2015 16:00,46.1
MSFT,6/22/2015 16:00,46.23
MSFT,6/23/2015 16:00,45.91
MSFT,6/24/2015 16:00,45.64
MSFT,6/25/2015 16:00,45.65
MSFT,6/26/2015 16:00,45.26
MSFT,6/29/2015 16:00,44.37
MSFT,6/30/2015 16:00,44.15
MSFT,7/1/2015 16:00,44.45
MSFT,7/2/2015 16:00,44.4
MSFT,7/6/2015 16:00,44.39
MSFT,7/7/2015 16:00,44.3
MSFT,7/8/2015 16:00,44.24
MSFT,7/9/2015 16:00,44.52
MSFT,7/10/2015 16:00,44.61
MSFT,7/13/2015 16:00,45.54
MSFT,7/14/2015 16:00,45.62
MSFT,7/15/2015 16:00,45.76
MSFT,7/16/2015 16:00,46.66
MSFT,7/17/2015 16:00,46.62
MSFT,7/20/2015 16:00,46.92
MSFT,7/21/2015 16:00,47.28
MSFT,7/22/2015 16:00,45.54
MSFT,7/23/2015 16:00,46.11
MSFT,7/24/2015 16:00,45.94
MSFT,7/27/2015 16:00,45.35
MSFT,7/28/2015 16:00,45.34
MSFT,7/29/2015 16:00,46.29
MSFT,7/30/2015 16:00,46.88
MSFT,7/31/2015 16:00,46.7
MSFT,8/3/2015 16:00,46.81
MSFT,8/4/2015 16:00,47.54
MSFT,8/5/2015 16:00,47.58
MSFT,8/6/2015 16:00,46.62
MSFT,8/7/2015 16:00,46.74
MSFT,8/10/2015 16:00,47.33
MSFT,8/11/2015 16:00,46.41
MSFT,8/12/2015 16:00,46.74
MSFT,8/13/2015 16:00,46.73
MSFT,8/14/2015 16:00,47
MSFT,8/17/2015 16:00,47.32
MSFT,8/18/2015 16:00,47.27
MSFT,8/19/2015 16:00,46.61
MSFT,8/20/2015 16:00,45.66
MSFT,8/21/2015 16:00,43.07
MSFT,8/24/2015 16:00,41.68
MSFT,8/25/2015 16:00,40.47
MSFT,8/26/2015 16:00,42.71
MSFT,8/27/2015 16:00,43.9
MSFT,8/28/2015 16:00,43.93
MSFT,8/31/2015 16:00,43.52
MSFT,9/1/2015 16:00,41.82
MSFT,9/2/2015 16:00,43.36
MSFT,9/3/2015 16:00,43.5
MSFT,9/4/2015 16:00,42.61
MSFT,9/8/2015 16:00,43.89
MSFT,9/9/2015 16:00,43.07
MSFT,9/10/2015 16:00,43.29
MSFT,9/11/2015 16:00,43.48
MSFT,9/14/2015 16:00,43.04
MSFT,9/15/2015 16:00,43.98
MSFT,9/16/2015 16:00,44.3
MSFT,9/17/2015 16:00,44.25
MSFT,9/18/2015 16:00,43.48
MSFT,9/21/2015 16:00,44.11
MSFT,9/22/2015 16:00,43.9
MSFT,9/23/2015 16:00,43.87
MSFT,9/24/2015 16:00,43.91
MSFT,9/25/2015 16:00,43.94
MSFT,9/28/2015 16:00,43.29
MSFT,9/29/2015 16:00,43.44
MSFT,9/30/2015 16:00,44.26
MSFT,10/1/2015 16:00,44.61
MSFT,10/2/2015 16:00,45.57
MSFT,10/5/2015 16:00,46.63
MSFT,10/6/2015 16:00,46.75
MSFT,10/7/2015 16:00,46.8
MSFT,10/8/2015 16:00,47.45
MSFT,10/9/2015 16:00,47.11
MSFT,10/12/2015 16:00,47
MSFT,10/13/2015 16:00,46.89
MSFT,10/14/2015 16:00,46.68
MSFT,10/15/2015 16:00,47.01
MSFT,10/16/2015 16:00,47.51
MSFT,10/19/2015 16:00,47.62
MSFT,10/20/2015 16:00,47.77
MSFT,10/21/2015 16:00,47.2
MSFT,10/22/2015 16:00,48.03
MSFT,10/23/2015 16:00,52.87
MSFT,10/26/2015 16:00,54.25
MSFT,10/27/2015 16:00,53.69
MSFT,10/28/2015 16:00,53.98
MSFT,10/29/2015 16:00,53.36
MSFT,10/30/2015 16:00,52.64
MSFT,11/2/2015 16:00,53.24
MSFT,11/3/2015 16:00,54.15
MSFT,11/4/2015 16:00,54.4
MSFT,11/5/2015 16:00,54.38
MSFT,11/6/2015 16:00,54.92
MSFT,11/9/2015 16:00,54.16
MSFT,11/10/2015 16:00,53.51
MSFT,11/11/2015 16:00,53.65
MSFT,11/12/2015 16:00,53.32
MSFT,11/13/2015 16:00,52.84
MSFT,11/16/2015 16:00,53.77
MSFT,11/17/2015 16:00,52.97
MSFT,11/18/2015 16:00,53.85
MSFT,11/19/2015 16:00,53.94
MSFT,11/20/2015 16:00,54.19
MSFT,11/23/2015 16:00,54.19
MSFT,11/24/2015 16:00,54.25
MSFT,11/25/2015 16:00,53.69
MSFT,11/27/2015 16:00,53.93
MSFT,11/30/2015 16:00,54.35
MSFT,12/1/2015 16:00,55.22
MSFT,12/2/2015 16:00,55.21
MSFT,12/3/2015 16:00,54.2
MSFT,12/4/2015 16:00,55.91
MSFT,12/7/2015 16:00,55.81
MSFT,12/8/2015 16:00,55.79
MSFT,12/9/2015 16:00,54.98
MSFT,12/10/2015 16:00,55.27
MSFT,12/11/2015 16:00,54.06
MSFT,12/14/2015 16:00,55.14
MSFT,12/15/2015 16:00,55.2
MSFT,12/16/2015 16:00,56.13
MSFT,12/17/2015 16:00,55.7
MSFT,12/18/2015 16:00,54.13
MSFT,12/21/2015 16:00,54.83
MSFT,12/22/2015 16:00,55.35
MSFT,12/23/2015 16:00,55.82
MSFT,12/24/2015 16:00,55.67
MSFT,12/28/2015 16:00,55.95
MSFT,12/29/2015 16:00,56.55
